StudentCourseID,StudentID,SISStudentID,CourseID,StaffID,FacilityID,PeriodID,CourseDate,EnrollmentDate,EnrollmentCodeID,WithdrawalDate,WithdrawalCodeID,GradeLevel
116579,43,43,2837,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116580,43,43,2531,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116581,43,43,2838,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116582,43,43,2520,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116583,43,43,2839,35,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116584,43,43,2522,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116585,44,44,2503,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116586,44,44,2529,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116587,44,44,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116588,44,44,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116589,44,44,2526,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116590,44,44,2525,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116591,44,44,2527,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116592,45,45,2835,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116593,45,45,2840,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116594,45,45,2834,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116595,45,45,2538,16,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116596,45,45,2837,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116597,45,45,2836,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116598,80,80,2831,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116599,80,80,2551,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116600,80,80,2711,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116601,80,80,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116602,80,80,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116603,80,80,2832,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116604,80,80,2554,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116605,84,84,2533,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116606,84,84,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116607,84,84,2547,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116608,84,84,2535,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116609,84,84,2491,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116610,84,84,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116611,84,84,2539,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116612,112,112,2538,16,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116613,112,112,2543,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116614,112,112,2473,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116615,112,112,2480,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116616,112,112,2841,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116617,112,112,2486,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116618,113,113,2538,30,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116619,113,113,2523,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116620,113,113,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116621,113,113,2842,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116622,113,113,2843,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116623,113,113,2844,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116624,113,113,2554,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116625,114,114,2551,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116626,114,114,2711,10,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116627,114,114,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116628,114,114,2832,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116629,114,114,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116630,114,114,2476,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116631,114,114,2495,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116632,141,141,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116633,141,141,2831,35,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116634,141,141,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116635,141,141,2551,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116636,141,141,2832,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116637,141,141,2711,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116638,141,141,2482,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116639,142,142,2520,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116640,142,142,2531,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116641,142,142,2517,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116642,142,142,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116643,142,142,2523,10,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116644,142,142,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116645,142,142,2522,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116646,143,143,2489,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116647,143,143,2473,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116648,143,143,2517,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116649,143,143,2480,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116650,143,143,2493,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116651,143,143,2582,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116652,144,144,2481,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116653,144,144,2505,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116654,144,144,2558,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116655,144,144,2492,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116656,144,144,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116657,144,144,2534,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116658,145,145,2662,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116659,145,145,2839,35,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116660,145,145,2520,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116661,145,145,2522,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116662,145,145,2523,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116663,145,145,2845,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116664,180,180,2843,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116665,180,180,2842,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116666,180,180,2523,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116667,180,180,2846,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116668,180,180,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116669,180,180,2844,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116670,180,180,2847,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116671,184,184,2473,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116672,184,184,2485,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116673,184,184,2664,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116674,184,184,2487,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116675,184,184,2538,16,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116676,184,184,2481,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116677,212,212,2505,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116678,212,212,2475,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116679,212,212,2481,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116680,212,212,2511,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116681,212,212,2492,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116682,212,212,2538,30,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116683,213,213,2848,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116684,213,213,2517,35,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116685,213,213,2522,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116686,213,213,2574,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116687,213,213,2520,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116688,213,213,2491,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116689,214,214,2491,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116690,214,214,2517,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116691,214,214,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116692,214,214,2539,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116693,214,214,2520,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116694,214,214,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116695,214,214,2522,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116696,241,241,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116697,241,241,2674,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116698,241,241,2503,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116699,241,241,2525,35,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116700,241,241,2529,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116701,241,241,2526,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116702,241,241,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116703,242,242,2491,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116704,242,242,2520,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116705,242,242,2521,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116706,242,242,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116707,242,242,2522,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116708,242,242,2539,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116709,242,242,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116710,243,243,2491,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116711,243,243,2517,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116712,243,243,2523,10,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116713,243,243,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116714,243,243,2520,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116715,243,243,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116716,243,243,2522,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116717,244,244,2473,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116718,244,244,2674,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116719,244,244,2543,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116720,244,244,2480,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116721,244,244,2510,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116722,244,244,2481,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116723,244,244,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116724,280,280,2834,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116725,280,280,2569,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116726,280,280,2491,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116727,280,280,2523,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116728,280,280,2836,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116729,280,280,2835,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116730,280,280,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116731,280,280,2680,21,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116732,284,284,2467,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116733,284,284,2467,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116734,284,284,2467,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116735,284,284,2467,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116736,284,284,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116737,284,284,2467,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116738,284,284,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116739,312,312,2624,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116740,312,312,2524,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116741,312,312,2538,30,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116742,312,312,2473,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116743,312,312,2489,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116744,312,312,2480,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116745,312,312,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116746,313,313,2837,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116747,313,313,2548,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116748,313,313,2520,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116749,313,313,2531,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116750,313,313,2839,35,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116751,313,313,2522,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116752,341,341,2531,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116753,341,341,2539,25,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116754,341,341,2520,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116755,341,341,2517,34,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116756,341,341,2513,11,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116757,341,341,2477,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116758,341,341,2522,17,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116759,342,342,2522,32,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116760,342,342,2491,20,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116761,342,342,2849,35,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116762,342,342,2517,36,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116763,342,342,2523,10,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116764,342,342,2518,13,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116765,343,343,2522,33,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116766,343,343,2476,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116767,343,343,2848,9,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116768,343,343,2517,18,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116769,343,343,2520,22,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116770,343,343,2491,38,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
116771,344,344,2711,29,1,1,'2009-08-20 00:00:00','2007-07-01 00:00:00',1,'2008-06-30 00:00:00',1,09
